type,context,contains_logging
k,cmnnmmnenmngmnktgmnnmnmnmnnnkt,1
c,cmnmnq,0
c,cmngmnendmkxq,0
g,cmngmnendm,0
e,cmngmnendm,0
d,cmngmnendm,0
k,cmngmnendmkx,0
c,cmendmmnmndnmmndnmnnjmnqnn,0
e,cmendm,0
d,cmendm,0
d,cmendmmnmndnm,0
d,cmendmmnmndnmmndnmnn,0
j,cmendmmnmndnmmndnmnnjmn,0
c,cqn,0
c,cqn,0
c,cqn,0
c,cqn,0
c,cqnn,0
c,cqn,0
c,cq,0
c,cdqqn,0
d,cdq,0
c,cqn,0
c,cdqgmkqq,0
d,cdq,0
g,cdqgm,0
k,cdqgmkq,0
c,cdqmmnmnnq,0
d,cdq,0
c,cdqmmq,0
d,cdq,0
c,cmdqmmnnmnmnq,0
d,cmdq,0
c,cdqmmnmnnnq,0
d,cdq,0
c,cdqmmnmnq,0
d,cdq,0
c,cmq,0
c,cedq,0
e,cedq,0
d,cedq,0
c,ccncmenednmmjmmmnnnnmndenqqq,0
c,cncmenednmmjmmmnnnnmndenqq,0
c,cmenednmmjmmmnnnnmndenq,0
e,cmenednmmjmmmnnnn,0
e,cmenednmmjmmmnnnn,0
d,cmenednmm,0
j,cmenednmmjmm,0
d,cmenednmmjmmmnnnnmnden,0
e,cmenednmmjmmmnnnnmnden,0
c,cncmenednmmjmmmnnnnmndenqq,0
c,cmenednmmjmmmnnnnmndenq,0
e,cmenednmmjmmmnnnn,0
e,cmenednmmjmmmnnnn,0
d,cmenednmm,0
j,cmenednmmjmm,0
d,cmenednmmjmmmnnnnmnden,0
e,cmenednmmjmmmnnnnmnden,0
c,cmenednmmjmmmnnnnmndenq,0
e,cmenednmmjmmmnnnn,0
e,cmenednmmjmmmnnnn,0
d,cmenednmm,0
j,cmenednmmjmm,0
d,cmenednmmjmmmnnnnmnden,0
e,cmenednmmjmmmnnnnmnden,0
c,cdmmenmmedmmnnmq,0
d,cdm,0
e,cdmmenmmedmmnnm,0
e,cdmmenmmedm,0
d,cdmmenmmedm,0
c,cmnnmnmmnq,0
c,cmnnmnmmnq,0
c,cnm,0
c,cmmmmmnnn,0
c,cnnnmnn,0
c,cmn,0
c,cmmmnn,0
c,cnnm,0
c,cmmmnnndun,0
d,cmmmnnndun,0
c,ccmnmqm,0
c,cmnmq,0
c,cmnmq,0
c,cdnmjmmnmnnn,0
d,cdnm,0
j,cdnmjm,0
c,cmndqmrn,0
d,cmndq,0
c,cmnrmdrnndmnmnnmnnjrn,0
d,cmnrmdrnndmnmnnmnn,0
d,cmnrmdrnndmnmnnmnn,0
j,cmnrmdrnndmnmnnmnnjrn,0
c,cdqn,0
d,cdq,0
c,cn,0
c,cmmnnnnmnmnnmnnnnq,0
c,cmmnmnnmnnnnq,0
c,cmnqn,0
c,cnn,0
c,cmndqmnn,0
d,cmndq,0
c,cmnnmendnnndnnnjnn,0
e,cmnnmen,0
d,cmnnmendnnndnnn,0
d,cmnnmendnnndnnn,0
j,cmnnmendnnndnnnjnn,0
c,cmmnmndmnjmn,0
d,cmmnmndmn,0
j,cmmnmndmnjm,0
c,cdmnn,0
d,cdm,0
c,cmmnmnemmnmm,0
e,cmmnmnemm,0
c,cnnn,0
c,cnnnn,0
c,cnnn,0
c,cnnn,0
c,cnnnmnnmnm,0
c,cmny,0
c,ccqnm,0
c,cqn,0
c,cqn,0
c,cdmnn,0
d,cdm,0
c,cmq,0
c,cnnmmnnmnmemnm,0
e,cnnmmnnmnmemnm,0
c,cnnmmymnnnenenn,0
e,cnnmmymnnnenen,0
e,cnnmmymnnnenen,0
c,cnnnn,0
c,cqn,0
c,cmnnq,0
c,cnmnnn,0
c,chnnmnn,0
h,chnnmnn,0
c,cmmmnn,0
c,cmmmnn,0
c,cmmnmnn,0
c,cmmnmnn,0
c,cmnnmnn,0
c,cmmn,0
c,cmnmn,0
c,cmnn,0
c,cmnn,0
c,cnmnnnnn,0
c,cnnnnn,0
c,cnmnn,0
c,cnmnn,0
c,cnmnn,0
c,cnmnn,0
c,cnmnn,0
c,cnmnn,0
c,cnmnn,0
c,cnnnnnnnnnnn,0
c,cnmnn,0
c,cmmncqmm,0
c,cq,0
c,cq,0
c,cmnnnnnmnnn,0
c,cmddndndnq,0
d,cmddndn,0
d,cmddndn,0
d,cmddndn,0
d,cmddndndn,0
c,cmdndndemnmnq,0
d,cmdn,0
d,cmdndn,0
d,cmdndndemnmn,0
e,cmdndndemnmn,0
c,cmnmnn,0
c,cmnmmmnmnnnnnnnn,0
c,cmndmdmmnmnnndnnnjnndnnjn,0
d,cmndm,0
d,cmndmdm,0
d,cmndmdmmnmnnndnnn,0
j,cmndmdmmnmnnndnnnjnn,0
d,cmndmdmmnmnnndnnnjnndnn,0
j,cmndmdmmnmnnndnnnjnndnnjn,0
c,cn,0
c,cn,0
c,cmnn,0
c,cnmnmnn,0
c,cmnmmnmnnnnnnnn,0
c,cnmmnmnnnnnn,0
c,cmmnmnmmmnmnnnnnnnnnn,0
c,cmnmmmnmnnnnnnn,0
c,cnmnnnnnnnn,0
c,cnmmmmnmnnnnnnnnn,0
c,cn,0
c,cn,0
c,cn,0
c,cn,0
c,cmndmdmmnmnmnnnnmdmdmndnnjndnnjn,0
d,cmndm,0
d,cmndmdm,0
d,cmndmdmmnmnmnnnnmdm,0
d,cmndmdmmnmnmnnnnmdmdm,0
d,cmndmdmmnmnmnnnnmdmdmndnn,0
j,cmndmdmmnmnmnnnnmdmdmndnnjn,0
d,cmndmdmmnmnmnnnnmdmdmndnnjndnn,0
j,cmndmdmmnmnmnnnnmdmdmndnnjndnnjn,0
c,cmnmeq,0
e,cmnme,0
c,cnmmmnnnnnnnemmnmmnmmnmnnnnnnnnnnnnnnnnnnnnnnnn,0
e,cnmmmnnnnnnnemmnmmnmmnmnnn,0
c,ccqcqmnn,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,ccqcqcqmnn,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,ccqcqcqmnn,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cmmnn,0
c,cmmnnn,0
c,cmnmnn,0
c,cmn,0
c,cmnnnnmnnnnnmnnnnnnnmnnnn,0
c,cmnnnnn,0
c,cnn,0
c,cnn,0
c,cnn,0
c,cmnmmmmnnnnnn,0
c,cmnmnmmmnnnnnn,0
c,cmnmmmnnnn,0
c,cmmnmnmmmnnn,0
c,cmmnmmhnnn,0
h,cmmnmmhnn,0
c,cmmnmmmnnhnnn,0
h,cmmnmmmnnhnn,0
c,cmmnnn,0
c,cmmnnn,0
c,cmmnmmnmnn,0
c,cmnmnmmmnnnnnn,0
c,cmnmnmmmnnn,0
c,cmnmnmmmnnn,0
c,cmnmnmmmnnnn,0
c,cmnmnmmmmnnn,0
c,cmnmnmmhnnn,0
h,cmnmnmmhnn,0
c,cmnmnmbcmmmnmmmnmnnn,0
b,cmnmnmbcmmmn,0
c,cmmmn,0
c,cmmmn,0
c,cmnmnmmmnnn,0
c,cmnmnmmmnnnnnnnn,0
c,cmnmnmmmmnennn,0
e,cmnmnmmmmnen,0
c,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnnimmnnnnnmnmndmmmnnnnnq,0
d,cmmmmdm,0
j,cmmmmdmjmmmmndnmn,0
d,cmmmmdmjmmmmndnmn,0
d,cmmmmdmjmmmmndnmnmmmnmmdnn,0
e,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnnimmnnnnn,0
d,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnnimmnnnnn,0
d,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndn,0
d,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnn,0
i,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnn,0
i,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnnimmnnnnn,0
d,cmmmmdmjmmmmndnmnmmmnmmdnnedmnndndmmnnnnimmnnnnnimmnnnnnmnmndmmm,0
c,cmmmmmmnmmnndnnnnnnnnnmnmnnnnnnq,0
d,cmmmmmmnmmnndnnnnn,0
c,cmmnmmmnnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmnn,0
c,cmmmmmnnnnnnnnnnnnnnn,0
c,cmmmnnnnnnnnn,0
c,cmmmmmnnnnnnnn,0
c,cmmmmmnnnnnnnn,0
c,cmmmmmnnnnnnnnn,0
c,cmnnmmmmnnnnnnnnnnn,0
c,cmnnmmmmnnnnnnnnn,0
c,cmmmmmnnnnnnnnnn,0
c,cmmmmmnnnnnnnnnn,0
c,cmmmmmnnnnnnnnnn,0
c,cmnnmmmmnnnnnnnnnnn,0
c,cmnnmmmmnnnnnnnnnnn,0
c,cmmmmnnnnnn,0
c,cmmmmmnnnnnn,0
c,cmmmmmnnnnnn,0
c,cmnmmmmnnnnnnn,0
c,cmnmmmmnnnnnnn,0
c,cmmmnmmmmnnnnnn,0
c,cmmmnmmmmnnnnnn,0
c,cmmmnmmmmnnnnnn,0
c,cmmmnmmmmnnnnnn,0
c,cmmmnmmmmnnnnnn,0
c,cmnmnmmnnn,0
c,cmmmnmmnnnnn,0
c,cmnmnmmmnnnnmnnn,0
c,cmnmnmnmnmnmnmmmmnnnnnnnnn,0
c,cmnmnmnmmmmnnnnnnnn,0
c,cmnmmmmnnn,0
c,cmnmnmmmmnnn,0
c,cmnmmnn,0
c,cmnmnmmmnnn,0
c,cmnmnmmmnmnmnnn,0
c,cmnmmmnenn,0
e,cmnmmmnen,0
c,cmnmnmmmnnn,0
c,cmnmmmmnnn,0
c,cmnmmmmmnnn,0
c,cmnmmnn,0
c,cmnmmmnenn,0
e,cmnmmmnen,0
c,cmnmnmmmnnn,0
c,cmnmmmmnnn,0
c,cmnmmmmmnnn,0
c,cmnmmnn,0
c,cmnmmmnenn,0
e,cmnmmmnen,0
c,cmnmnmmmmmnmnennmmnnnnmnmnmnnnnnnn,0
e,cmnmnmmmmmnmnenn,0
c,cmnmmmmnnnnnnnnnnnnn,0
c,cmnmnmmmnnn,0
c,cmnmmnmmmmmnnnnn,0
c,cmnmmmnmmmmmnnnnn,0
c,cmnmmnn,0
c,cmnmmmnenn,0
e,cmnmmmnen,0
c,cmnmnmmmnnn,0
c,cmnnmnnmnnnnmmnnmnnmnnn,0
c,cmnmmmmnnnnn,0
c,cmnmmnn,0
c,cmnmmmmmmnnnnnn,0
c,cmnmmmmmmnnnnnn,0
c,cmnmmmmmmnnnnnn,0
c,cmnmmmnenn,0
e,cmnmmmnen,0
c,cmnmnmmmnnn,0
c,cmnmmmmnnn,0
c,cmnmmnn,0
c,cmnmnmmmnn,0
c,cmnmnmmnn,0
c,cmnmnnnnn,0
c,cmnmnmmmnnn,0
c,cmnmnmnmnnmmmnnmn,0
c,cmnmnmnmnmmmmnnn,0
c,cmnnn,0
c,cn,0
c,cn,0
c,cdmimmmnnndnjn,0
d,cdm,0
i,cdmim,0
d,cdmimmmnnndn,0
j,cdmimmmnnndnjn,0
c,cn,0
c,cn,0
c,cn,0
c,cn,0
c,cnn,0
c,cn,0
c,cnn,0
c,cnn,0
c,cmmmnnnn,0
c,cn,0
c,cn,0
c,cmnnmnmmnmennmmnnnnnnmnnnennnnn,0
e,cmnnmnmmnmenn,0
e,cmnnmnmmnmennmmnnnnnnmnnnennnn,0
c,cmnmnmmmnnnnnnn,0
c,cmnmmmmnnnn,0
c,cmnmnmmmmnnnn,0
c,cmnmnmmmmmnnnn,0
c,cmnmnmmnn,0
c,cmnmnmmmmnnnn,0
c,cmnmnmmmmmnnnn,0
c,cmnmnmmnn,0
c,cmnmnmmmmnnnn,0
c,cmnmnmmmmmnnnn,0
c,cmnmnmmnn,0
c,cmnmnmmmmnnnn,0
c,cmnmnmmmmmnnnn,0
c,cmnmnmmnn,0
c,cnnmnnmmnn,0
c,cnnnnnndmjmnnnnn,0
d,cnnnnnndm,0
j,cnnnnnndmjm,0
c,cnnmnnnnenn,0
e,cnnmnnnnenn,0
c,cmnmdmnmnnmmnnmnnnnjmnmnmnnnnnenn,0
d,cmnmdmnmnnmmnnmnnnn,0
j,cmnmdmnmnnmmnnmnnnnjmnmnmn,0
e,cmnmdmnmnnmmnnmnnnnjmnmnmnnnnnenn,0
c,cn,0
c,cn,0
c,cn,0
c,cn,0
c,cmnmnmnmnmmnnnn,0
c,cmnmmnmnnn,0
c,cmnmnmmmmmnnn,0
c,cmnmnn,0
c,cn,0
c,cn,0
c,cn,0
c,cdmnjmnmmnmnyydymmnmndmjmmnnnnn,0
d,cdmn,0
j,cdmnjmn,0
d,cdmnjmnmmnmnyydy,0
d,cdmnjmnmmnmnyydymmnmndm,0
j,cdmnjmnmmnmnyydymmnmndmjm,0
c,cmnmnn,0
c,cmnnmmenmnmnmnq,0
e,cmnnmmenmnmnmn,0
c,cmnmnmmnnmnnnn,0
c,cmnmnmnmmnnmmnn,0
c,cnnmnnm,0
c,cnn,0
c,cnn,0
c,cmmnmmnennn,0
e,cmmnmmnenn,0
c,cmnmmmnmnmnnnnenenndmnnjnnnn,0
e,cmnmmmnmnmnnnnenenndmnnjnn,0
e,cmnmmmnmnmnnnnenenn,0
d,cmnmmmnmnmnnnnenenndmnn,0
j,cmnmmmnmnmnnnnenenndmnnjnn,0
c,cmnmmnmnmnmnnnnenenndmnnjnnnn,0
e,cmnmmnmnmnmnnnnenenndmnnjnn,0
e,cmnmmnmnmnmnnnnenenn,0
d,cmnmmnmnmnmnnnnenenndmnn,0
j,cmnmmnmnmnmnnnnenenndmnnjnn,0
c,cmnmmmnennnnnn,0
e,cmnmmmnenn,0
c,cmnn,0
c,cmnnmmnmnn,0
c,cmnmmnennnnn,0
e,cmnmmnenn,0
c,cmnmmnmmnennnnn,0
e,cmnmmnmmnenn,0
c,cmnmnn,0
c,cmnmnmmmmnn,0
c,cmnmnn,0
c,cmq,0
c,cmq,0
c,cmnmnmnmmedntmdnntedntnnnmmmnmmnmmmnmmmnmnmmnnnnenmnnnnnnnnnnnnn,0
e,cmnmnmnmmedntmdnntedntnnn,0
d,cmnmnmnmmednt,0
d,cmnmnmnmmedntmdnnt,0
e,cmnmnmnmmedntmdnntedntnnn,0
d,cmnmnmnmmedntmdnntednt,0
e,cmnmnmnmmedntmdnntedntnnnmmmnmmnmmmnmmmnmnmmnnnnenmnnnnn,0
c,cmmmmnmnnmnmnmnnmmnmmmnmmmnnnnnnnnnnnq,0
c,cmnmnmmnnnmnnnn,0
c,cmnmnmmmmnnmnnnmnnnn,0
c,cqnnnnnn,0
c,cmnmnn,0
c,cmnnq,0
c,cmmmnmnmmmmmmmnnnnnn,0
c,cmmmnmnmmmmmmmnnnnnnnn,0
c,cmmmnmnmmmmmmmmmmnnnnnnnn,0
c,cmmmnmnmmmmmmmmmmmnnnnnnnn,0
c,cmmmnmnmmmmmmmmmmmnnnnnnnn,0
c,cmmmnmnmmmmmmmmmmmnnnnnnnn,0
c,cmmmnmnmmmmmmmmmmmnnnnnnnn,0
c,cmmnmmmnn,0
c,cmedmmnmmmnn,0
e,cmed,0
d,cmed,1
c,cmnmnmmnmmmmmmmnmnnnn,0
c,cmnmnmmnmmmmmmmmnmnnnn,0
c,cmmnbcmbcmmmnnmmmnmnennnn,0
b,cmmnbcm,0
c,cm,0
b,cmmnbcmbcmm,0
c,cmm,0
e,cmmnbcmbcmmmnnmmmnmnen,0
c,cm,0
c,cmm,0
c,cmnmmnn,0
c,cmnmmmnnn,0
c,cmmnmmmnn,0
c,cnnm,0
c,cmnn,0
c,cmnnnmmnnnn,0
c,cmnnnmmnnnn,0
c,cmnnnnnmmmnnnn,0
c,cmnn,0
c,cnnmmn,0
c,cmmnmmnnnn,0
c,cmmmnnmnn,0
c,ccmnennnnnmmnqmmnemnnmnnnnnn,0
c,cmnennnnnmmnq,0
e,cmnennnnn,0
e,ccmnennnnnmmnqmmnemnn,0
c,cmnennnnnmmnq,0
e,cmnennnnn,0
c,cmmnmmnnnnnnn,0
c,cmmnmmnnnnnnn,0
c,cmmnmmnnnnnnn,0
c,cmmnmmnnnnnnn,0
c,cmmnmmmnnn,0
c,cnnmnnm,0
c,cmnmnemnemnndtmndtmnq,0
e,cmnmnemnemnndtmndtmn,0
e,cmnmnemnemnn,0
d,cmnmnemnemnndt,0
d,cmnmnemnemnndtmndt,0
c,cmnnnnennn,0
e,cmnnnnennn,0
c,cmmnmnmnmndmnmmnmmdmnnmmnnnnnnnmnmdnnnnnjnnnnnmnnnnmndnnnjnnnnn,0
d,cmmnmnmnmndmn,0
d,cmmnmnmnmndmnmmnmmdmnn,0
d,cmmnmnmnmndmnmmnmmdmnnmmnnnnnnnmnmdnnnnn,0
j,cmmnmnmnmndmnmmnmmdmnnmmnnnnnnnmnmdnnnnnjnnnn,0
d,cmmnmnmnmndmnmmnmmdmnnmmnnnnnnnmnmdnnnnnjnnnnnmnnnnmndnnn,0
j,cmmnmnmnmndmnmmnmmdmnnmmnnnnnnnmnmdnnnnnjnnnnnmnnnnmndnnnjn,0
c,cn,0
c,cn,0
c,cmnnnn,0
c,cmnmmnnnnn,0
c,cmnmnmmnnnn,0
c,cmnmmmmn,0
c,cmnmmmmnnn,0
c,cmnmmmmnnn,0
c,cmnmmmmmnnn,0
c,cmnmmmmmnnn,0
c,cmnmmmmmnnn,0
c,cmnmmmnmmnnnn,0
c,cmnmnmmnennn,0
e,cmnmnmmnen,0
c,cmmnmnmmnennnn,0
e,cmmnmnmmnen,0
c,cmmnmnmmnennnnnn,0
e,cmmnmnmmnen,0
c,cmnmnmnnnn,0
c,cmnmnmnnnnnn,0
c,cmnmnmmnennn,0
e,cmnmnmmnen,0
c,cmnmnmmnennnnn,0
e,cmnmnmmnen,0
c,cmnmnmmnnnn,0
c,cmnmmmmnnn,0
c,cmnmmmmnnn,0
c,cmnmenmnmmnmmmnenn,0
e,cmnmenmnmmn,0
e,cmnmenmnmmnmmmnen,0
c,cmmnn,0
c,cmmnn,0
c,cmnmmmmnnnn,0
c,cmnmmmnnnn,0
c,cmnmnmmnmmmmnnnnnn,0
c,cmnmnmmnmmmmnnnnnn,0
c,cmnmnmmnmmmmnnnnnn,0
c,cmnmmmnnnnn,0
c,cmnmmmnnn,0
c,cmmnmmmmnennnndnjn,0
e,cmmnmmmmnenn,0
d,cmmnmmmmnennnndn,0
j,cmmnmmmmnennnndnjn,0
c,cmmnmmmmnennnnnnn,0
e,cmmnmmmmnenn,0
c,cn,0
c,cn,0
c,cn,0
c,cmnmmmnnnnnnnnnnnn,0
c,cmnmmmnnn,0
c,cmnmnmmmnnnnennn,0
e,cmnmnmmmnnnnenn,0
c,cmnmnmnmmmnnnnnennn,0
e,cmnmnmnmmmnnnnnenn,0
c,cmnmnmnmmmnnnnnn,0
c,cmnmmmnnnnnn,0
c,cmnmmnmmnnnnn,0
c,cmnmmmnnn,0
c,cmnmnmmnnnn,0
c,cmmmnnmmmnmmmnnnnennn,0
e,cmmmnnmmmnmmmnnnnenn,0
c,cmmmnnnmmnnn,0
c,cmmnmmnmmnnnnn,0
c,cn,0
c,cmn,0
c,cmn,0
c,cmn,0
c,cmn,0
c,cdbxmnmmqn,0
d,cdbxmnmm,0
b,cdbx,0
c,cdmqn,0
d,cdm,0
c,cmnnnnnmnnnnnmnnnnnmnnnnnnnnn,0
c,cmnmnmnnnnnnn,0
c,cmnnnnnnnnnnnnnnnmnnnnnnnnnnnnnnnnnnn,0
c,cmnnnnn,0
c,cmnmnmnnnnnnn,0
c,cmnn,0
c,cmnnhn,0
h,cmnnhn,0
c,cmnhn,0
h,cmnhn,0
c,cmnmnnnn,0
c,cmnnn,0
c,cmnnhnhn,0
h,cmnnhn,0
h,cmnnhnhn,0
c,cmnhnhn,0
h,cmnhn,0
h,cmnhnhn,0
c,cmnnnnnnn,0
c,cmnnnnnn,0
c,cmnnhn,0
h,cmnnhn,0
c,cmnnn,0
c,cmnnn,0
c,cnnmnnnnn,0
c,cnnn,0
c,cgnknhnngnkn,0
g,cgn,0
k,cgnkn,0
h,cgnknhnn,0
g,cgnknhnngn,0
k,cgnknhnngnkn,0
c,cmnnmnnmnnmnnmnnmnnmnnnhnmnmmnnmmnnmhnmnmmnnmhnmn,0
h,cmnnmnnmnnmnnmnnmnnmnnnhnmn,0
h,cmnnmnnmnnmnnmnnmnnmnnnhnmnmmnnmmnnmhnmn,0
h,cmnnmnnmnnmnnmnnmnnmnnnhnmnmmnnmmnnmhnmnmmnnmhnmn,0
c,cmmmnmnnnnen,0
e,cmmmnmnnnnen,0
c,cmmnmnnnen,0
e,cmmnmnnnen,0
c,cmmmnmnnnnnen,0
e,cmmmnmnnnnnen,0
c,cmnn,0
c,cm,0
c,cq,0
c,cdmdmdmhnqn,0
d,cdm,0
d,cdmdm,0
d,cdmdmdm,0
h,cdmdmdmhnqn,0
c,cmnnn,0
c,cmnnn,0
c,cmnn,0
c,cmnnn,0
c,cmmnnn,0
c,cmmnnn,0
c,cmmnn,0
c,cmmnn,0
c,cmmnnn,0
c,cmnn,0
c,cnnn,0
c,cmnmnmmmmmnmnnnnn,0
c,cmnmnmmmmmmmnmnnnnn,0
c,cmmmmnmnmnmmmmnmnnnnnnnnn,0
c,cmmmmnmnmmmnmnmnnnn,0
c,cmmmmnmnmmmnmnmnnnnnnn,0
c,cmmmmmnmnmnmmmmnmnnnnnnnnn,0
c,cmmmmmnmnmnmmmmnmnnnnnnnnn,0
c,cmmmmnnn,0
c,cmnmmnnmmnnn,0
c,cmnmmmmmnnnnnennnnn,0
e,cmnmmmmmnnnnnennn,0
c,cmnmmmmmmnnnnn,0
c,cmnmnmndmjmmmmmmnnnn,0
d,cmnmnmndm,0
j,cmnmnmndmjm,0
c,cn,0
c,cmmnnnnnn,0
c,cmmnnnnnn,0
c,cncqmnmnnn,0
c,cq,0
c,cq,0
c,cncqmnmnnn,0
c,cq,0
c,cq,0
c,cncqmnmnnn,0
c,cq,0
c,cq,0
c,cncxmnmnnn,0
c,cx,0
c,cx,0
c,cncunmnmnnn,0
c,cun,0
c,cun,0
c,cncrmnmnnn,0
c,cr,0
c,cr,0
c,cncunmnmnnn,0
c,cun,0
c,cun,0
c,cncrmnmnnn,0
c,cr,0
c,cr,0
c,cncqmnmnnn,0
c,cq,0
c,cq,0
c,cncqnmnmnnnn,0
c,cqn,0
c,cqn,0
c,cncqnmnmnnnn,0
c,cqn,0
c,cqn,0
c,cmmmnnmnnmnnnmnnmnnnmnnmnnnmnnmnnn,0
c,cncqmnmnnnn,0
c,cq,0
c,cq,0
c,cncqmnmnnnn,0
c,cq,0
c,cq,0
c,cncqmnmnnnn,0
c,cq,0
c,cq,0
c,cncqncqmnmnmnn,0
c,cq,0
c,cq,0
c,cq,0
c,cq,0
c,cncqnnnncqnnnmnmnmnn,0
c,cqnnn,0
c,cqnnn,0
c,cqnnn,0
c,cqnnn,0
c,cmnmmnnnnn,0
c,cmnmmmnnnnn,0
c,cmnmnmnnnnnn,0
c,cmnmnmnnnnnnn,0
c,cmnmnmnnnnn,0
c,cmnmnmnnnnn,0
c,cmmnmnnnn,0
c,cmnmmnmnnnn,0
c,cmnmnnmnnnnnnnnnnnnnnn,0
c,cmnmnmnnnnnnnn,0
c,cmnmnmnnnnnnn,0
c,cmnmmnnnn,0
c,cmmmnmmnmmnmnnnnn,0
c,cmmmmnmnmnnnnn,0
c,cmnmnmnnnnnn,0
c,cmnmnq,0
c,cmnmnmnnnmnnnn,0
c,cn,0
c,cn,0
c,cmnmnmnnnnnmnnnn,0
c,cmnmnmmmnnmnnnnnnnn,0
c,cmnnmmnnnn,0
c,cmnmnmnmnmnnnn,0
c,cmnmnmnmnnnnnnnnn,0
c,cmnmnmnmnmnnnn,0
c,cmmnmnnnn,0
c,cmnmnmnmnnnn,0
c,cmnmnmnnnn,0
c,cmnnmnmnnnnnnn,0
c,cmnmnmmnnnnnn,0
c,cmnmnmnnnnnn,0
c,cmmnnmmnnmnnnnnn,0
c,cmmnnmmnnnnnn,0
c,cmnmmmmmnnnnnnnnn,0
c,cmnmmmnnmnnnnn,0
c,cn,0
c,cn,0
c,cmn,0
c,cdmnjmnmnmmmnnnnndnjn,0
d,cdmn,0
j,cdmnjmn,0
d,cdmnjmnmnmmmnnnnndn,0
j,cdmnjmnmnmmmnnnnndnjn,0
c,cmnmnmmnnnnnn,0
c,cmmnmnmmnnnnn,0
c,cmnmnmmmnnnnnn,0
c,cmnmnnnnnn,0
c,cmnmnmmnnnnnnn,0
c,cmnmnmmnnnnnnn,0
c,cmnmnmmnnnnnnn,0
c,cmnmnmnnnnn,0
c,cmnmnnnnnn,0
c,cmnmnmmnnnnnn,0
c,cmmnnmnmmnnnnnn,0
c,cmnmnrnmmnnnnn,0
c,cmnmmmnnnnnn,0
c,cmnmnnmmnnnnnn,0
c,cmnmnmmnnnnnn,0
c,cmnmmnmmnnnnn,0
c,cmnmnmmmmnncqnnnnnnn,0
c,cq,0
c,cq,0
c,cmnmmnnnn,0
c,cmmmnnmmnnnnnmnnnnnn,0
c,cmmnnmmnnnnnnn,0
c,cmnmmmnnnnnnn,0
c,cmnmmnnnnnnn,0
c,cmnmmmmnnnnnnnn,0
